normalized_title,representative_title,first_seen_issue,issue_count,occurrence_count,best_confidence,source_kinds,game_id,first_seen_year,last_seen_issue,last_seen_year,alias_count,alias_titles,legacy_normalized_titles,observed_content_kinds,observed_content_forms,content_class,cleanup_flags,merge_confidence,match_status,match_confidence,canonical_title,canonical_slug,entity_type,release_year,wikipedia_url,wikidata_id,wikidata_url,categories,genres,themes,rating_value,rating_scale,rating_count,rating_source,rating_url,metadata_sources,match_action,match_notes,data_quality_score
silver wings,Silver Wings,CBS092006DVD,1,1,high,disc-metadata-value,silverwings,2006,CBS092006DVD,2006,1,Silver Wings,silver wings,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
sim city societies,Sim City Societies,CBS062008DVD,3,5,high,disc-metadata-value,simcitysocieties,2008,CBS092008DVDGold,2008,3,Sim City Societies; Sim City Societies v 1 02; Sim City Societies v 1 03,sim city societies; sim city societies v 1 02; sim city societies v 1 03,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
simon the sorcerer chaos ist das halbe leben,Simon the Sorcerer Chaos ist das halbe Leben,CBS052007DVD,2,2,high,disc-metadata-value,simonthesorcererchaosistdashalbeleben,2007,CBS062007DVD,2007,2,Simonthe Sorcerer Chaosistdashalbe Leben; Simonthe Sorcerer Chaosistdashalbe Lebenv,simonthe sorcerer chaosistdashalbe leben; simonthe sorcerer chaosistdashalbe lebenv,unknown,game_title,game,manual_token_repair; split_compound_token; stripped_version_suffix,medium,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,50
singles,Singles,CBS012007DVD,1,1,high,disc-metadata-value,singles,2007,CBS012007DVD,2007,1,Singlesv,singlesv,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
singles 2 wilde zeiten,Singles 2 Wilde Zeiten,CBS082005DVD,1,1,high,disc-metadata-value,singles2wildezeiten,2005,CBS082005DVD,2005,1,Singles 2 Wilde Zeiten,singles 2 wilde zeiten,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
singles flirt up your life,Singles Flirt up your Life,CBS022006DVD,1,1,high,disc-metadata-value,singlesflirtupyourlife,2006,CBS022006DVD,2006,1,Singles Flirt up your Life,singles flirt up your life,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
sini star unleashed,Sini Star Unleashed,CBS082000,1,1,high,vollversion-fullversion,sinistarunleashed,2000,CBS082000,2000,1,Sini Star Unleashed,sini star unleashed,full_version,full_version_game,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
sinking island mord im paradies,Sinking Island Mord im Paradies,CBS022008DVD,1,2,high,disc-metadata-value,sinkingislandmordimparadies,2008,CBS022008DVD,2008,1,Sinking Island Mord im Paradies,sinking island mord im paradies,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
sinsofa solar empire,Sinsofa Solar Empire,CBS092008DVD,1,1,high,disc-metadata-value,sinsofasolarempire,2008,CBS092008DVD,2008,1,Sinsofa Solar Empire,sinsofa solar empire,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
skate,Skate,CBS072007DVD,1,1,high,disc-metadata-value,skate,2007,CBS072007DVD,2007,1,Skate,skate,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
ski alpin 2006 mit bode miller,Ski Alpin 2006 mit Bode Miller,CBS032006DVD,1,1,high,disc-metadata-value,skialpin2006mitbodemiller,2006,CBS032006DVD,2006,1,Ski Alpin 2006 mit Bode Miller,ski alpin2006 mit bode miller,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
ski alpin racing bode millervs hermann maier,Ski Alpin Racing Bode Millervs Hermann Maier,CBS012007DVD,2,2,high,disc-metadata-value,skialpinracingbodemillervshermannmaier,2007,CBS022007DVD,2007,1,Ski Alpin Racing Bode Millervs Hermann Maier,ski alpin racing bode millervs hermann maier,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
ski challenge,Ski Challenge,CBS032007DVD,1,1,high,disc-metadata-value,skichallenge,2007,CBS032007DVD,2007,1,Ski Challenge,ski challenge,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
skisprung wintercup 2005,Skisprung Wintercup 2005,CBS042005DVD,1,1,high,disc-metadata-value,skisprungwintercup2005,2005,CBS042005DVD,2005,1,Skisprung Wintercup 2005,skisprung wintercup2005,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
ski xtreme,Ski Xtreme,CBS012007DVD,2,2,high,disc-metadata-value,skixtreme,2007,CBS082007DVDBonus,2007,1,Ski Xtreme,ski xtreme,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
slapshot underground,Slapshot Underground,CBS052009DVD,1,1,high,disc-metadata-value,slapshotunderground,2009,CBS052009DVD,2009,1,Slapshot Underground,slapshot underground,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
sldner marine corps,Sldner Marine Corps,CBS102006DVD,1,1,high,disc-metadata-value,sldnermarinecorps,2006,CBS102006DVD,2006,1,Sldner Marine Corpsv,sldner marine corpsv,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
slider gammakorrekteur,slider Gammakorrekteur,CBS012005DVD,1,1,high,disc-metadata-value,slidergammakorrekteur,2005,CBS012005DVD,2005,1,slider Gammakorrekteur,slider gammakorrekteur,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
slider music,slider Music,CBS012005DVD,1,1,high,disc-metadata-value,slidermusic,2005,CBS012005DVD,2005,1,slider Music,slider music,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
slider sfx,slider Sfx,CBS012005DVD,1,1,high,disc-metadata-value,slidersfx,2005,CBS012005DVD,2005,1,slider Sfx,slider sfx,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
slowdown,Slowdown,CBS042005DVD,1,1,high,disc-metadata-value,slowdown,2005,CBS042005DVD,2005,1,Slowdown,slowdown,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
smash online,Smash Online,CBS032008DVDGold,2,2,high,disc-metadata-value,smashonline,2008,CBS112008DVD,2008,2,Smash Online; Smashonline,smash online; smashonline,unknown,game_title,game,split_compound_token,medium,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,46
snow bomb battle,Snow Bomb Battle,CBS012005DVD,1,1,high,disc-metadata-value,snowbombbattle,2005,CBS012005DVD,2005,1,Snow Bomb Battle,snow bomb battle,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
so blonde,So Blonde,CBS062008DVD,1,1,high,disc-metadata-value,soblonde,2008,CBS062008DVD,2008,1,So Blonde,so blonde,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
soeldner secret wars,Soeldner Secret Wars,CBS122004DVD,1,1,high,disc-metadata-value,soeldnersecretwars,2004,CBS122004DVD,2004,1,Soeldner Secret Wars,soeldner secret wars,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
solitaire,Solitaire,CBS022005DVD,2,2,high,disc-metadata-value,solitaire,2005,CBS082007DVDBonus,2007,1,Solitaire,solitaire,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
sonic heroes,Sonic Heroes,CBS012005DVD,2,2,high,disc-metadata-value,sonicheroes,2005,CBS022005DVD,2005,1,Sonic Heroes,sonic heroes,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
sonic riders,Sonic Riders,CBS012007DVD,1,1,high,disc-metadata-value,sonicriders,2007,CBS012007DVD,2007,1,Sonic Riders,sonic riders,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
sony playstation home,Sony Playstation Home,CBS062007DVD,1,1,high,disc-metadata-value,sonyplaystationhome,2007,CBS062007DVD,2007,1,Sony Playstation Home,sony playstation home,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
sound digit,sound digit,CBS012005DVD,1,1,high,disc-metadata-value,sounddigit,2005,CBS012005DVD,2005,1,sound digit,sound digit,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
space corps armageddon,Space Corps Armageddon,CBS112004DVD,2,2,high,disc-metadata-value,spacecorpsarmageddon,2004,CBS082007DVDBonus,2007,1,Space Corps Armageddon,space corps armageddon,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
space force captains,Space Force Captains,CBS052008DVD,1,1,high,disc-metadata-value,spaceforcecaptains,2008,CBS052008DVD,2008,1,Spaceforce Captains,spaceforce captains,unknown,game_title,game,split_compound_token,medium,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,46
space force rogue universe,Space Force Rogue Universe,CBS082007DVD,1,1,high,disc-metadata-value,spaceforcerogueuniverse,2007,CBS082007DVD,2007,1,Spaceforce Rogue Universe,spaceforce rogue universe,unknown,game_title,game,split_compound_token,medium,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,46
space hockey,Space Hockey,CBS062001,1,1,high,vollversion-fullversion,spacehockey,2001,CBS062001,2001,1,Space Hockey,space hockey,full_version,full_version_game,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
space pong,Space Pong,CBS092005DVD,2,2,high,disc-metadata-value,spacepong,2005,CBS082007DVDBonus,2007,1,Space Pong,space pong,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
space raider,Space Raider,CBS082007DVDBonus,1,1,high,disc-metadata-value,spaceraider,2007,CBS082007DVDBonus,2007,1,Space Raider,space raider,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
space rangers,Space Rangers,CBS082006DVD,1,1,high,disc-metadata-value,spacerangers,2006,CBS082006DVD,2006,1,Space Rangers,space rangers,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
space rangers dominators,Space Rangers Dominators,CBS082007DVD,1,1,high,disc-metadata-value,spacerangersdominators,2007,CBS082007DVD,2007,1,Space Rangers Dominators,space rangers dominators,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
space siege,Space Siege,CBS102008DVD,1,1,high,disc-metadata-value,spacesiege,2008,CBS102008DVD,2008,1,Space Siege,space siege,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
speedball,Speedball,CBS072007DVD,1,1,high,disc-metadata-value,speedball,2007,CBS072007DVD,2007,1,Speedball,speedball,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
speedball 2,Speedball 2,CBS092007DVD,1,2,high,disc-metadata-value,speedball2,2007,CBS092007DVD,2007,1,Speedball 2,speedball 2,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
speedball 2 tournament,Speedball 2 Tournament,CBS042008DVD,1,2,high,disc-metadata-value,speedball2tournament,2008,CBS042008DVD,2008,1,Speedball 2 Tournament,speedball 2 tournament,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
speedblox,Speedblox,CBS012007DVD,2,2,high,disc-metadata-value,speedblox,2007,CBS082007DVDBonus,2007,1,Speedblox,speedblox,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
speed bowling,Speed Bowling,CBS122004DVD,2,2,high,disc-metadata-value,speedbowling,2004,CBS082007DVDBonus,2007,1,Speed Bowling,speed bowling,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
speedcards,Speedcards,CBS052007DVD,2,2,high,disc-metadata-value,speedcards,2007,CBS082007DVDBonus,2007,1,Speedcards,speedcards,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
speed darting,Speed Darting,CBS072005DVD,2,2,high,disc-metadata-value,speeddarting,2005,CBS082007DVDBonus,2007,1,Speed Darting,speed darting,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
speedmayang der schatzder mayas,Speedmayang Der Schatzder Mayas,CBS032007DVD,2,2,high,disc-metadata-value,speedmayangderschatzdermayas,2007,CBS082007DVDBonus,2007,1,Speedmayang Der Schatzder Mayas,speedmayang der schatzder mayas,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
speedpasch,Speedpasch,CBS092006DVD,2,2,high,disc-metadata-value,speedpasch,2006,CBS082007DVDBonus,2007,1,Speedpasch,speedpasch,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
speedpyramid,Speedpyramid,CBS112006DVD,2,2,high,disc-metadata-value,speedpyramid,2006,CBS082007DVDBonus,2007,1,Speedpyramid,speedpyramid,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
speedsolitaire,Speedsolitaire,CBS072007DVD,1,1,high,disc-metadata-value,speedsolitaire,2007,CBS072007DVD,2007,1,Speedsolitaire,speedsolitaire,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
speedsudoku,Speedsudoku,CBS092007DVD,1,1,high,disc-metadata-value,speedsudoku,2007,CBS092007DVD,2007,1,Speedsudoku,speedsudoku,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
speedtrain,Speedtrain,CBS112007DVD,1,1,high,disc-metadata-value,speedtrain,2007,CBS112007DVD,2007,1,Speedtrain,speedtrain,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spellforce 2,Spellforce 2,CBS022006DVD,1,1,high,disc-metadata-value,spellforce2,2006,CBS022006DVD,2006,1,Spellforce 2,spellforce 2,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spellforce 2 dragon storm,Spellforce 2 Dragon Storm,CBS072008DVD,1,2,high,disc-metadata-value,spellforce2dragonstorm,2008,CBS072008DVD,2008,1,Spellforce 2 Dragon Storm v 2,spellforce 2 dragon storm v 2,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
spellforce 2 shadow wars,Spellforce 2 Shadow Wars,CBS022009DVDGold,1,1,high,disc-metadata-value,spellforce2shadowwars,2009,CBS022009DVDGold,2009,1,Spellforce 2 Shadow Wars,spellforce 2 shadow wars,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spellforce shadow wars,Spellforce Shadow Wars,CBS062006DVD,1,1,high,disc-metadata-value,spellforceshadowwars,2006,CBS062006DVD,2006,1,Spellforce Shadow Wars,spellforce shadow wars,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spezial,Spezial,CBS012006DVD,1,1,high,disc-metadata-value,spezial,2006,CBS012006DVD,2006,1,Spezial,spezial,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
sphere,Sphere,CBS082007DVDBonus,1,1,high,disc-metadata-value,sphere,2007,CBS082007DVDBonus,2007,1,Sphere,sphere,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spider man,Spider Man,CBS072007DVD,1,1,high,disc-metadata-value,spiderman,2007,CBS072007DVD,2007,1,Spider Man,spider man,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spider man freundoder feind,Spider Man Freundoder Feind,CBS122007DVDGold,1,1,high,disc-metadata-value,spidermanfreundoderfeind,2007,CBS122007DVDGold,2007,1,Spider Man Freundoder Feind,spider man freundoder feind,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spiel beenden,SPIEL BEENDEN,CBS012005DVD,1,1,high,disc-metadata-value,spielbeenden,2005,CBS012005DVD,2005,1,SPIEL BEENDEN,spiel beenden,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spielfigur,Spielfigur,CBS012005DVD,1,1,high,disc-metadata-value,spielfigur,2005,CBS012005DVD,2005,1,Spielfigur,spielfigur,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spiel fortsetzen,SPIEL FORTSETZEN,CBS012005DVD,1,1,high,disc-metadata-value,spielfortsetzen,2005,CBS012005DVD,2005,1,SPIEL FORTSETZEN,spiel fortsetzen,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spielstand laden,SPIELSTAND LADEN,CBS012005DVD,1,1,high,disc-metadata-value,spielstandladen,2005,CBS012005DVD,2005,1,SPIELSTAND LADEN,spielstand laden,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spielstand speichern,SPIELSTAND SPEICHERN,CBS012005DVD,1,1,high,disc-metadata-value,spielstandspeichern,2005,CBS012005DVD,2005,1,SPIELSTAND SPEICHERN,spielstand speichern,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spiel verlassen,SPIEL VERLASSEN,CBS012005DVD,1,1,high,disc-metadata-value,spielverlassen,2005,CBS012005DVD,2005,1,SPIEL VERLASSEN,spiel verlassen,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
splinter cell chaos theory,Splinter Cell Chaos Theory,CBS112004DVD,2,2,high,disc-metadata-value,splintercellchaostheory,2004,CBS062005DVD,2005,1,Splinter Cell Chaos Theory,splinter cell chaos theory,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
splinter cell dvd,Splinter Cell DVD,CBS092006DVDGOLD,1,1,high,disc-manifest-path; disc-metadata-command; disc-metadata-value,splintercelldvd,2006,CBS092006DVDGOLD,2006,1,Splinter Cell DVD,splinter cell,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
splinter cell s chaos theory,Splinter Cell's Chaos Theory,CBS022010DVDGold,1,1,high,disc-metadata-value,splintercellschaostheory,2010,CBS022010DVDGold,2010,1,Splinter Cell's Chaos Theory,splinter cell s chaos theory,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spore,Spore,CBS082006DVD,1,1,high,disc-metadata-value,spore,2006,CBS082006DVD,2006,1,Spore,spore,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spore labor kreaturen designer,Spore Labor Kreaturen Designer,CBS092008DVD,2,2,high,disc-metadata-value,sporelaborkreaturendesigner,2008,CBS012009DVDSonder,2009,1,Spore Labor Kreaturen Designer,spore labor kreaturen designer,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
sportschiessen,Sportschiessen,CBS062007DVD,1,1,high,disc-metadata-value,sportschiessen,2007,CBS062007DVD,2007,1,Sportschiessen,sportschiessen,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
spy bot search and destroy,Spy Bot Search & Destroy,CBS092005DVD,1,1,high,disc-metadata-value,spybotsearchanddestroy,2005,CBS092005DVD,2005,1,Spy Bot Search & Destroy,spy bot search destroy,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
squirm,Squirm,CBS082007DVDBonus,1,1,high,disc-metadata-value,squirm,2007,CBS082007DVDBonus,2007,1,Squirm,squirm,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
stalker shadowof chernobyl,STALKER Shadowof Chernobyl,CBS062007DVD,3,3,high,disc-metadata-value,stalkershadowofchernobyl,2007,CBS022008DVD,2008,2,STALKERShadowof Chernobylv; Stalker Shadowof Chernobylv10005,stalker shadowof chernobylv10005; stalkershadowof chernobylv,unknown,game_title,game,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
stamina digit,stamina digit,CBS012005DVD,1,1,high,disc-metadata-value,staminadigit,2005,CBS012005DVD,2005,1,stamina digit,stamina digit,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
star assault,Star Assault,CBS092007DVD,1,1,high,disc-metadata-value,starassault,2007,CBS092007DVD,2007,1,Star Assault,star assault,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
star craft,Star Craft,CBS082007DVDGold,1,1,high,disc-metadata-value,starcraft,2007,CBS082007DVDGold,2007,1,Star Craft,star craft,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; reference_lookup_rate_limited; demoted_weak_alias_match,55
starlight racing,Starlight Racing,CBS082007DVDBonus,1,1,high,disc-metadata-value,starlightracing,2007,CBS082007DVDBonus,2007,1,Starlight Racing,starlight racing,unknown,game_title,game,,high,unmatched,low,,,,,,,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; demoted_weak_alias_match,55
